"Country","Region","Subregion","Indicator","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"Benin","Africa","Western Africa","Female Homicide by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Benin","Africa","Western Africa","Male Homicide by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Benin","Africa","Western Africa","Female Homicide by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Benin","Africa","Western Africa","Male Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Benin","Africa","Western Africa","Female Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Benin","Africa","Western Africa","Male Homicide Rate by Firearms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Benin","Africa","Western Africa","Female Homicide Rate by Firearms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Benin","Africa","Western Africa","Male Homicide Rate by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Benin","Africa","Western Africa","Female Homicide Rate by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Benin","Africa","Western Africa","Male Homicide Rate by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Benin","Africa","Western Africa","Female Homicide Rate by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Benin","Africa","Western Africa","Male Homicide Rate by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Benin","Africa","Western Africa","Female Homicide Rate by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bermuda","Americas","Northern America","Homicide Total Count",1,3,1,3,6,,4,2,0,2,0,3,1,2,1,2,3,3,5,6,7,8,6,5,4,4,8,5
"Bermuda","Americas","Northern America","Homicide Rate",1.6,4.9,1.6,4.8,9.6,,6.4,3.2,0,3.1,0,4.7,1.5,3.1,1.5,3.1,4.6,4.6,7.7,9.3,10.9,12.6,9.5,8,6.4,6.5,13,8.2
"Bermuda","Americas","Northern America","Male Homicide Count",1,3,0,,,,3,,,,,,,,0,2,,,,5,7,6,6,5,3,4,8,5
"Bermuda","Americas","Northern America","Female Homicide Count",0,0,1,,,,1,,,,,,,,1,0,,,,1,0,2,0,0,1,0,0,0
"Bermuda","Americas","Northern America","Male Homicide Rate",3.4,10.3,0,,,,10,,,,,,,,0,6.5,,,,16.3,23,19.8,20,16.7,10.1,13.6,27.2,
"Bermuda","Americas","Northern America","Female Homicide Rate",0,0,3.1,,,,3,,,,,,,,2.9,0,,,,3,0,6,0,0,3.1,0,0,
"Bermuda","Americas","Northern America","Male 0-14 Count",,,,,,,,,,,,,,,,0,,,,,0,0,0,0,0,0,0,
"Bermuda","Americas","Northern America","Male 15-29 Count",,,,,,,,,,,,,,,,2,,,,,2,6,3,3,3,3,4,
"Bermuda","Americas","Northern America","Male 30-44 Count",,,,,,,,,,,,,,,,0,,,,,4,0,3,2,0,1,3,
"Bermuda","Americas","Northern America","Male 45-59 Count",,,,,,,,,,,,,,,,0,,,,,1,0,0,0,0,0,1,
"Bermuda","Americas","Northern America","Male 60 or more Count",,,,,,,,,,,,,,,,0,,,,,0,0,0,0,0,0,0,
"Bermuda","Americas","Northern America","Female 0-14 Count",,,,,,,,,,,,,,,,0,,,,,0,0,0,0,0,0,0,
"Bermuda","Americas","Northern America","Female 15-29 Count",,,,,,,,,,,,,,,,0,,,,,0,0,0,0,0,0,0,
"Bermuda","Americas","Northern America","Female 30-44 Count",,,,,,,,,,,,,,,,0,,,,,0,0,0,0,0,0,0,
"Bermuda","Americas","Northern America","Female 45-59 Count",,,,,,,,,,,,,,,,0,,,,,0,1,0,0,1,0,0,
"Bermuda","Americas","Northern America","Female 60 or more Count",,,,,,,,,,,,,,,,0,,,,,0,1,0,0,0,0,0,
"Bermuda","Americas","Northern America","Male 0-14 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bermuda","Americas","Northern America","Male 15-29 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bermuda","Americas","Northern America","Male 30-44 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bermuda","Americas","Northern America","Male 45-59 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bermuda","Americas","Northern America","Male 60 or more Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bermuda","Americas","Northern America","Female 0-14 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bermuda","Americas","Northern America","Female 15-29 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bermuda","Americas","Northern America","Female 30-44 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bermuda","Americas","Northern America","Female 45-59 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bermuda","Americas","Northern America","Female 60 or more Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bermuda","Americas","Northern America","Homicide by Firearms",,,,,,,,,,,,,,,,0,,,,,7,5,6,3,3,1,5,
"Bermuda","Americas","Northern America","Homicide by Sharp Objects",,,,,,,,,,,,,,,,0,,,,,0,2,0,2,1,3,0,
"Bermuda","Americas","Northern America","Homicide by Other Mechanisms",,,,,,,,,,,,,,,,2,,,,,0,1,0,0,0,0,2,
"Bermuda","Americas","Northern America","Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,0,,,,,0,0,0,0,0,0,1,
"Bermuda","Americas","Northern America","Firearms Rate",,,,,,,,,,,,,,,,0,,,,,10.9,7.9,9.5,4.8,4.3,1.6,8.1,
"Bermuda","Americas","Northern America","Sharp Objects Rate",,,,,,,,,,,,,,,,0,,,,,0,3.1,0,3.2,2.1,4.8,0,
"Bermuda","Americas","Northern America","Other Mechanism Rate",,,,,,,,,,,,,,,,3.1,,,,,0,1.6,0,0,0,0,3.2,
"Bermuda","Americas","Northern America","Unknown Mechanism Rate",,,,,,,,,,,,,,,,0,,,,,0,0,0,0,0,0,1.6,
"Bermuda","Americas","Northern America","Male Homicide by Firearms",,,,,,,,,,,,,,,,,,,,,7,5,6,3,3,,,
"Bermuda","Americas","Northern America","Female Homicide by Firearms",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,
"Bermuda","Americas","Northern America","Male Homicide by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,1,,2,0,,,
"Bermuda","Americas","Northern America","Female Homicide by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,1,,0,1,,,
"Bermuda","Americas","Northern America","Male Homicide by Other Mechanisms",,,,,,,,,,,,,,,,2,,,,,,0,,,,,,
"Bermuda","Americas","Northern America","Female Homicide by Other Mechanisms",,,,,,,,,,,,,,,,0,,,,,,1,,,,,,
"Bermuda","Americas","Northern America","Male Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bermuda","Americas","Northern America","Female Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bermuda","Americas","Northern America","Male Homicide Rate by Firearms",,,,,,,,,,,,,,,,,,,,,23,16.5,20,10,9,,,
"Bermuda","Americas","Northern America","Female Homicide Rate by Firearms",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,
"Bermuda","Americas","Northern America","Male Homicide Rate by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,3.3,,6.7,0,,,
"Bermuda","Americas","Northern America","Female Homicide Rate by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,3,,0,4.1,,,
"Bermuda","Americas","Northern America","Male Homicide Rate by Other Mechanisms",,,,,,,,,,,,,,,,6.5,,,,,,0,,,,,,
"Bermuda","Americas","Northern America","Female Homicide Rate by Other Mechanisms",,,,,,,,,,,,,,,,0,,,,,,3,,,,,,
"Bermuda","Americas","Northern America","Male Homicide Rate by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bermuda","Americas","Northern America","Female Homicide Rate by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Homicide Total Count",20,12,27,19,20,16,12,7,11,13,18,19,19,5,15,11,9,14,18,16,16,32,33,24,,12,9,13
"Bhutan","Asia","Southern Asia","Homicide Rate",3.7,2.2,5.1,3.6,3.9,3.1,2.3,1.3,2,2.3,3.1,3.2,3.1,0.8,2.3,1.7,1.3,2,2.6,2.2,2.2,4.3,4.4,3.1,,1.5,1.1,1.6
"Bhutan","Asia","Southern Asia","Male Homicide Count",,,,,,,,,,,,,,,,,,,,,,,,,,10,5,9
"Bhutan","Asia","Southern Asia","Female Homicide Count",,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4
"Bhutan","Asia","Southern Asia","Male Homicide Rate",,,,,,,,,,,,,,,,,,,,,,,,,,2.4,1.2,2.1
"Bhutan","Asia","Southern Asia","Female Homicide Rate",,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.1,1.1
"Bhutan","Asia","Southern Asia","Male 0-14 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Male 15-29 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Male 30-44 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Male 45-59 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Male 60 or more Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Female 0-14 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Female 15-29 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Female 30-44 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Female 45-59 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Female 60 or more Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Male 0-14 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Male 15-29 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Male 30-44 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Male 45-59 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Male 60 or more Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Female 0-14 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Female 15-29 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Female 30-44 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Female 45-59 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Female 60 or more Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Homicide by Firearms",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
"Bhutan","Asia","Southern Asia","Homicide by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,6,5,
"Bhutan","Asia","Southern Asia","Homicide by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,3,1,
"Bhutan","Asia","Southern Asia","Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,3,3,
"Bhutan","Asia","Southern Asia","Firearms Rate",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
"Bhutan","Asia","Southern Asia","Sharp Objects Rate",,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.6,
"Bhutan","Asia","Southern Asia","Other Mechanism Rate",,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.1,
"Bhutan","Asia","Southern Asia","Unknown Mechanism Rate",,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.4,
"Bhutan","Asia","Southern Asia","Male Homicide by Firearms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Female Homicide by Firearms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Male Homicide by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Female Homicide by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Male Homicide by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Female Homicide by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Male Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Female Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Male Homicide Rate by Firearms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Female Homicide Rate by Firearms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Male Homicide Rate by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Female Homicide Rate by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Male Homicide Rate by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Female Homicide Rate by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Male Homicide Rate by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","Asia","Southern Asia","Female Homicide Rate by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Homicide Total Count",,,,,,,,,,,,,,,,478,482,770,828,819,1273,1236,1221,932,942,671,686,
"Bolivia (Plurinational State of)","Americas","South America","Homicide Rate",,,,,,,,,,,,,,,,5.2,5.2,8.2,8.6,8.4,12.8,12.3,11.9,9,8.9,6.3,6.3,
"Bolivia (Plurinational State of)","Americas","South America","Male Homicide Count",,,,,,,,,,,,,,,,,,,691,,,,,,,430,452,
"Bolivia (Plurinational State of)","Americas","South America","Female Homicide Count",,,,,,,,,,,,,,,,,,,137,,,,,,,241,234,
"Bolivia (Plurinational State of)","Americas","South America","Male Homicide Rate",,,,,,,,,,,,,,,,,,,14.4,,,,,,,8,8.3,
"Bolivia (Plurinational State of)","Americas","South America","Female Homicide Rate",,,,,,,,,,,,,,,,,,,2.9,,,,,,,4.5,4.3,
"Bolivia (Plurinational State of)","Americas","South America","Male 0-14 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Male 15-29 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Male 30-44 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Male 45-59 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Male 60 or more Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Female 0-14 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Female 15-29 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Female 30-44 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Female 45-59 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Female 60 or more Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Male 0-14 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Male 15-29 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Male 30-44 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Male 45-59 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Male 60 or more Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Female 0-14 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Female 15-29 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Female 30-44 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Female 45-59 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Female 60 or more Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Homicide by Firearms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Homicide by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Homicide by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Firearms Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Sharp Objects Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Other Mechanism Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Unknown Mechanism Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Male Homicide by Firearms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Female Homicide by Firearms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Male Homicide by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Female Homicide by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Male Homicide by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Female Homicide by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Male Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Female Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Male Homicide Rate by Firearms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Female Homicide Rate by Firearms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Male Homicide Rate by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Female Homicide Rate by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Male Homicide Rate by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Female Homicide Rate by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Male Homicide Rate by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivia (Plurinational State of)","Americas","South America","Female Homicide Rate by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Homicide Total Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Homicide Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Male Homicide Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Female Homicide Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Male Homicide Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Female Homicide Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Male 0-14 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Male 15-29 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Male 30-44 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Male 45-59 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Male 60 or more Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Female 0-14 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Female 15-29 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Female 30-44 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Female 45-59 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Female 60 or more Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Male 0-14 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Male 15-29 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Male 30-44 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Male 45-59 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Male 60 or more Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Female 0-14 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Female 15-29 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Female 30-44 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Female 45-59 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Female 60 or more Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Homicide by Firearms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Homicide by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Homicide by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Firearms Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Sharp Objects Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Other Mechanism Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Unknown Mechanism Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Male Homicide by Firearms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Female Homicide by Firearms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Male Homicide by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Female Homicide by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Male Homicide by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Female Homicide by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Male Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Female Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Male Homicide Rate by Firearms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Female Homicide Rate by Firearms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Male Homicide Rate by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Female Homicide Rate by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Male Homicide Rate by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Female Homicide Rate by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Male Homicide Rate by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba","Americas","Caribbean","Female Homicide Rate by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
