"Level","UNODC_Name","Region","Subregion","Variable","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"Subregion","Eastern Asia","Asia","Eastern Asia","Females 60 or more",68239128.882659,70074329.9488856,72189816.7212922,74458436.3751903,76696123.1282489,78816044,81170307.0578106,83269870.9210964,85224095.9395558,87188369.4445454,89234091.6427918,91132234.0856057,93105327.0654011,95228504.2886423,97563572,100175208.790545,102933905.880613,105954487.368356,109310799.253324,113136174.501459,117502330.972703,122145260.943135,127313425.089161,132756600.937814,138091816.740446,143101412.303403,143522400.83179,142553930.284872
"Subregion","Eastern Asia","Asia","Eastern Asia","ESTIMATES - TOTAL HOMICIDE",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Eastern Asia","Asia","Eastern Asia","Number of countries with actual data (sample)",3,4,4,4,4,5,5,5,5,5,5,6,5,6,6,6,7,7,7,7,7,6,7,7,6,7,6,5
"Subregion","Eastern Asia","Asia","Eastern Asia","Number of countries with estimated data (covered)",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"Subregion","Eastern Asia","Asia","Eastern Asia","Proportion of polulation in countries with estimated data",0.985388046839056,0.985352992771163,0.985290343392742,0.985211240774533,0.985131415656171,0.985061926881847,0.985005959141068,0.984960028024145,0.984920503268763,0.984881469817132,0.984839054032667,0.984792421338355,0.984744136817136,0.98469768193786,0.984657803728797,0.984627659745398,0.984608150224688,0.984597611058499,0.984593437538657,0.984591881808292,0.984590075748576,0.984587234378943,0.98458357026897,0.98457841172816,0.984571273700889,0.984561715215714,0.984542524344458,0.984533101704067
"Subregion","Eastern Asia","Asia","Eastern Asia","Estimated Homicide Count",26938.1722554617,27238.3796663987,27628.4422504177,28013.3121571653,28241.0101412342,29432.6305494842,27422.7325773908,28226.314015422,28580.6083948699,28251.7833596655,29024.5975342872,28182.8269044125,28434.4907419586,26541.6905778116,26848.1007929336,22820.5150623856,19923.3344388373,17891.9777719595,16593.2690119455,16411.1490256311,15046.4996345593,13535.7692282322,12755.6465283786,11982.7937109568,11452.2010886157,10499.0879091162,9897.29276446443,9216.77675290841
"Subregion","Eastern Asia","Asia","Eastern Asia","Lower range - Estimated homicide count",18233.9828802614,19565.5390538231,21014.2571448078,22489.9651390916,23851.806887054,26097.5750319638,24326.7246755807,25069.1442070464,25410.8360361566,25142.8951235936,25858.9010961573,25133.5600882766,25358.833569789,23672.6567734474,23948.0429947796,20362.4838591546,17785.1224225238,15971.6040468634,14812.2249259483,14649.629701818,13431.4326972898,12074.8439836888,11386.4008248769,10696.4532949995,10214.7462583343,9371.8628335658,8826.20659794723,8193.81366576771
"Subregion","Eastern Asia","Asia","Eastern Asia","Upper range - Estimated homicide count",39253.1835427904,38341.9629264478,37483.2557601795,36579.7254158255,35472.1877569217,35371.2008959042,33213.549476646,34081.2406372159,34461.5718284741,34104.741360411,34934.009523354,34024.9872802852,34324.5400934531,32311.2067993826,32666.6264022245,28344.5587884515,25238.6624718699,23074.0230641665,21696.6244961888,21520.6849732726,20071.8375525415,18475.6826681012,17646.9433115107,16835.676132663,16294.5874060964,15278.9009547756,14659.6857240059,13977.1500825804
"Subregion","Eastern Asia","Asia","Eastern Asia","ESTIMATES - VICTIMS BY SEX",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Eastern Asia","Asia","Eastern Asia","Number of countries with actual data (sex)",1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,3,4,4,4,5,5,5,4,5,5,4
"Subregion","Eastern Asia","Asia","Eastern Asia","Number of countries with estimated data (sex)",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"Subregion","Eastern Asia","Asia","Eastern Asia","Proportion of polulation in countries with estimated data (sex)",0.126546990881252,0.125612602940673,0.124858016386472,0.124254768865998,0.123757468207153,0.123330619194587,0.122972990148655,0.122685873914587,0.122439358957556,0.122197381912717,0.121933381987188,0.121635636380349,0.121305577525423,0.120947054093532,0.120569453443036,0.120179832256464,0.119777513521987,0.119359656103705,0.118929145377803,0.118489757576386,0.11804498249162,0.117596717336203,0.117146955778405,0.11669935585465,0.11625783475382,0.115825519202327,0.115425975342308,0.114999067672044
"Subregion","Eastern Asia","Asia","Eastern Asia","Estimated male victims",15828.8837187681,15832.1994445803,16220.9231416673,16349.6381397563,17194.0276518223,16988.81912244,16169.9848008793,16644.4008036322,16352.7242332841,16179.4422134848,16315.4825341824,16217.9282451308,16164.7831721466,15307.9252311044,15133.4034958398,12947.3658591792,10830.6362380004,9921.34981560375,8622.86049550951,8640.08556134271,7957.63145816861,7281.12813948186,6587.69679025038,6330.30415235393,6178.75671381834,5288.4294653326,5147.02115595117,4756.86181553916
"Subregion","Eastern Asia","Asia","Eastern Asia","Estimated female victims",11109.2885366936,11406.1802218183,11407.5191087503,11663.6740174089,11046.9824894118,12443.8114270441,11252.7477765114,11581.9132117898,12227.8841615858,12072.3411461806,12709.1150001049,11964.8986592817,12269.7075698121,11233.7653467073,11714.6972970938,9873.14920320645,9092.6982008369,7970.62795635571,7970.40851643596,7771.06346428841,7088.8681763907,6254.64108875033,6167.94973812823,5652.48955860284,5273.44437479733,5210.65844378359,4750.27160851326,4459.91493736924
"Subregion","Eastern Asia","Asia","Eastern Asia","ESTIMATES - VICTIMS BY AGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Eastern Asia","Asia","Eastern Asia","Number of countries with actual data (age)",,,,,,,,,,,,,,,,2,2,3,4,4,4,4,4,4,4,3,3,1
"Subregion","Eastern Asia","Asia","Eastern Asia","Number of countries with estimated data (age)",,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4
"Subregion","Eastern Asia","Asia","Eastern Asia","Proportion of polulation in countries with estimated data (age)",,,,,,,,,,,,,,,,0.0888562730973321,0.0884989105190997,0.0881375104741263,0.0877686433332953,0.0873880930241244,0.0869934944614277,0.0865841160777609,0.0861626391264975,0.0857344099972497,0.085306497784076,0.0848842289803727,0.0844807285247831,0.0840652710801795
"Subregion","Eastern Asia","Asia","Eastern Asia","Estimated male victims aged 0 to 14",,,,,,,,,,,,,,,,1035.76448494912,996.501855066849,706.727118507256,942.962712134691,864.120168666436,661.896321724369,441.582982318656,583.513971882846,625.159876550533,458.22058927382,635.108133222985,465.945732018429,399.579664182035
"Subregion","Eastern Asia","Asia","Eastern Asia","Estimated male victims aged 15 to 29",,,,,,,,,,,,,,,,2546.45374793731,2119.03231501666,1974.50034668207,1396.97032100648,1195.44994272103,1162.75457151271,990.386551832456,1074.18190028967,1773.36188089235,1702.24353579802,1536.56429564323,1436.70212215437,1441.51816623418
"Subregion","Eastern Asia","Asia","Eastern Asia","Estimated male victims aged 30 to 44",,,,,,,,,,,,,,,,4409.24455688826,3447.83757387407,3137.73277994922,2209.99527474017,2528.50219295366,2380.90878777172,2460.97386239454,1779.54100935415,876.61860617819,1042.48466442239,739.070210006568,846.250285288198,817.537183529672
"Subregion","Eastern Asia","Asia","Eastern Asia","Estimated male victims aged 45 to 59",,,,,,,,,,,,,,,,3089.20299928389,2320.48575340089,2397.47068057785,1785.11057786098,1999.45879049305,1766.21146090293,1655.63262881915,1383.97053085451,1215.35065084302,1043.79761740025,966.259054746968,969.013884102368,841.681385639519
"Subregion","Eastern Asia","Asia","Eastern Asia","Estimated male victims aged 60 or more",,,,,,,,,,,,,,,,1866.7000701206,1946.77874064195,1704.91888988737,2287.82160976719,2052.55446650854,1985.86031625688,1732.55211411705,1766.48937786921,1839.81313788983,1932.01030692386,1411.42777171285,1429.1091323878,1256.54541595376
"Subregion","Eastern Asia","Asia","Eastern Asia","Estimated female victims aged 0 to 14",,,,,,,,,,,,,,,,894.588203955699,1070.54437597702,726.485671316474,1168.21995926972,752.038399769846,852.150672763567,579.691398104857,602.243720217817,593.229434768936,667.960840513998,540.863144294484,512.219459557186,515.870005106155
"Subregion","Eastern Asia","Asia","Eastern Asia","Estimated female victims aged 15 to 29",,,,,,,,,,,,,,,,1526.79806032312,1460.56590726295,1365.27905694477,1305.14847653215,1162.24116328067,950.89291532325,734.763074703945,825.560918247303,1037.08325401136,1005.78263924914,803.660116530576,680.281895837699,742.614096658612
"Subregion","Eastern Asia","Asia","Eastern Asia","Estimated female victims aged 30 to 44",,,,,,,,,,,,,,,,1918.81282748037,1834.22809055273,1390.29400276277,1697.36619588676,1426.59405532098,1287.23437462281,1104.44278329,1269.81959943362,984.406629023184,574.231205647262,785.892680472419,617.527747179469,584.532579094151
"Subregion","Eastern Asia","Asia","Eastern Asia","Estimated female victims aged 45 to 59",,,,,,,,,,,,,,,,2126.77080223423,1474.80328728794,1446.4400932194,949.844495758815,1467.61433167206,979.851328455348,1216.85079748692,1011.16364267341,949.666534873178,832.810854061817,809.294963613758,782.791561095321,728.575264453181
"Subregion","Eastern Asia","Asia","Eastern Asia","Estimated female victims aged 60 or more",,,,,,,,,,,,,,,,3406.17930921303,3252.55653975625,3042.12913211229,2849.82938898852,2962.57551424485,3018.73888522572,2618.89303516461,2459.16185755608,2088.10370592618,2192.65883532512,2270.94753887235,2157.45094484359,1888.32299205714
"Subregion","Eastern Asia","Asia","Eastern Asia","ESTIMATES - VICTIMS BY MECHANISM",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Eastern Asia","Asia","Eastern Asia","Number of countries with actual data (mechanism)",,,,,,,,,,,,,,,,2,2,3,3,3,4,5,5,5,5,4,2,1
"Subregion","Eastern Asia","Asia","Eastern Asia","Number of countries with estimated data (mechanism)",,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5
"Subregion","Eastern Asia","Asia","Eastern Asia","Proportion of polulation in countries with estimated data (mechanism)",,,,,,,,,,,,,,,,0.120179832256464,0.119777513521987,0.119359656103705,0.118929145377803,0.118489757576386,0.11804498249162,0.117596717336203,0.117146955778405,0.11669935585465,0.11625783475382,0.115825519202327,0.115425975342308,0.114999067672044
"Subregion","Eastern Asia","Asia","Eastern Asia","Estimated victims by firearm",,,,,,,,,,,,,,,,1002.16101908225,738.097649629857,846.076071228654,618.884846228945,479.90164444244,382.55784075622,402.970915649622,144.572481389173,288.077129363643,360.49368628936,229.262839512843,203.190100518298,211.492226477267
"Subregion","Eastern Asia","Asia","Eastern Asia","Estimated victims by knife or sharp objects",,,,,,,,,,,,,,,,10012.1444689169,8388.20996883464,7742.31563278972,6202.72563907469,6626.72846088173,6318.47214301696,5935.6872522184,5436.64724686624,3196.86101965169,4781.55383874493,3299.53425463432,3317.84070983006,3189.05670317357
"Subregion","Eastern Asia","Asia","Eastern Asia","Estimated victims by other mechanisms",,,,,,,,,,,,,,,,11212.9276646088,10235.537429715,8862.81255154985,9175.8973648982,8771.73811189478,7929.43216140309,6805.86502695574,6771.35187575316,8158.63265541467,5987.20751202533,6678.76476529453,6071.53393955444,5567.02515414156
"Subregion","Eastern Asia","Asia","Eastern Asia","Estimated victims by unknown mechanisms",,,,,,,,,,,,,,,,593.281909777679,561.489390657819,440.773516391232,595.761161743637,532.780808412171,416.037489383031,391.246033408431,403.074924370031,339.222906526765,322.946051556046,291.5260496745,304.728014561625,249.202669116011
"Subregion","Eastern Europe","Europe","Eastern Europe","Estimates - Population",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Eastern Europe","Europe","Eastern Europe","Total Population",309901947,310416444,310613560,310512301,310148650,309556593,308748143,307737757,306568509,305292681,303957552,302580116,301183921,299829699,298588342,297510641,296621738,295913454,295359343,294914429,294540681,294233056,293987914,293768982,293532237,293243708,292750236.8,292455000
"Subregion","Eastern Europe","Europe","Eastern Europe","Male Population",146894243.420038,147205612.101869,147335469.049163,147297117.798429,147115035.25779,146811033.468789,146392549.893831,145865243.948641,145249241.746006,144568329.630798,143845060.891157,143088513.850454,142313167.111852,141552891.371171,140847655.204097,140226854.867644,139703293.527249,139274199.851272,138932734.614864,138664157.766384,138454445.715629,138304345.259851,138209199.600171,138142140,138068650.890688,137962579.879698,137729374.404646,137618253.383021
"Subregion","Eastern Europe","Europe","Eastern Europe","Female Population",163007703.579961,163210831.898131,163278090.950837,163215183.201571,163033614.74221,162745559.531211,162355593.106169,161872513.051359,161319267.253994,160724351.369202,160112491.108843,159491602.149546,158870753.888148,158276807.628829,157740686.795903,157283786.132356,156918444.47275,156639254.148728,156426608.385136,156250271.233616,156086235.284371,155928710.740149,155778714.399829,155626842,155463586.109312,155281128.120302,155020862.395354,154836746.616979
"Subregion","Eastern Europe","Europe","Eastern Europe","Males 0 to 14",36136860.610281,35962020.9715101,35527354.5173437,34898204.5454187,34176342.3019409,33412550.0980411,32378353.6858445,31425922.385953,30479825.8741121,29442970.190606,28301479.5520769,27277710.1091457,26186658.4845687,25109879.8345531,24175154.7613228,23453332.5283573,22961213.8342138,22617983.0377851,22429585.9500967,22370190.0978231,22419229.8864577,22577297.5166587,22856125.4645092,23221251,23613659.7505239,23984239.4854464,23945981.0521861,23929760.321067
"Subregion","Eastern Europe","Europe","Eastern Europe","Males 15 to 29",33410058.1225259,33260140.4854624,33226938.2379831,33294157.0370781,33435289.2225961,33635291.188431,33945700.2939063,34278911.6187299,34634043.2955782,35006282.1804674,35377227.5543259,35665874.0572512,35937409.4228033,36149210.804067,36240418.2200672,36177592.4023619,35855370.3934817,35420008.4261777,34880535.6308714,34256172.6942072,33558505.5851475,32709032.8385806,31767330.8987142,30746541,29669955.8233133,28563706.4776293,28516454.7637658,28494896.8659155
"Subregion","Eastern Europe","Europe","Eastern Europe","Males 30 to 44",35242698.9147847,35733026.0772841,36018590.5206966,36110174.3888364,36037402.6867985,35828172.8701185,35512552.8254557,35024324.9203561,34438383.1948189,33851574.132257,33316425.3936459,32734241.3504144,32228796.6130822,31811968.8716085,31488913.2060478,31265990.845331,31063221.5413937,30950902.3229092,30915203.0911758,30965899.8337721,31117857.4934363,31393744.347308,31786696.8394677,32257870,32747673.5799881,33209282.4403392,33153592.7859073,33127372.8308771
"Subregion","Eastern Europe","Europe","Eastern Europe","Males 45 to 59",24141451.4762917,23898231.51978,23967347.256289,24233942.7167405,24520585.8116062,24736363.3664354,24886028.8458129,24967326.415168,25086522.4410684,25392566.0759778,25946256.2355602,26549910.5936675,27347613.7460346,28222866.9116927,29006728.7169138,29602923.4719998,29944373.1554887,30177079.728221,30326353.3068653,30400443.3982539,30380289.589103,30140360.9999014,29766460.7210303,29307167,28854022.0619389,28476427.2866948,28428362.8182736,28405530.7634331
"Subregion","Eastern Europe","Europe","Eastern Europe","Males 60 or more",17963174.2961552,18352193.0478329,18595238.5168504,18760639.1103555,18945415.2348485,19198655.9457633,19669914.2428121,20168758.6084338,20610466.9404284,20874937.0514897,20903672.1555479,20860777.7399756,20612688.8453633,20258964.9492496,19936440.2997456,19727015.6195936,19879114.6026716,20108226.3361792,20381056.6358545,20671451.7423279,20978563.1614841,21483909.5574025,22032585.6764501,22609311,23183339.674924,23728924.1895877,23684982.9845132,23660692.601728
"Subregion","Eastern Europe","Europe","Eastern Europe","Females 0 to 14",34745657.8175028,34526474.4523681,34060213.7444554,33412431.8001326,32684753.1349914,31927560.530085,30903110.3322492,29968717.1884908,29050774.9265645,28053128.0957775,26960338.2774768,25970770.5522463,24918274.7408925,23879403.9168116,22976830.8741397,22278599.2418097,21809933.9229932,21487074.0120662,21312586.4711415,21255306.0568054,21290793.425455,21448267.7636359,21706866.2212389,22039342,22399025.8786116,22745024.2434617,22708867.0185121,22684254.6573064
"Subregion","Eastern Europe","Europe","Eastern Europe","Females 15 to 29",32347656.5988549,32211669.125979,32182457.0611448,32246686.1492104,32381469.5227219,32573214.974486,32895873.5626189,33246499.2664067,33618166.032671,33997998.0958144,34364003.2941224,34646614.4999351,34899494.6940235,35083741.8962187,35142051.5288696,35040355.9262871,34715498.2649585,34259095.6409079,33681081.2780965,33007097.4178549,32256616.6314884,31408034.9644238,30474371.8507609,29468383,28408558.9537855,27317500.2495748,27272505.7786152,27241421.2599042
"Subregion","Eastern Europe","Europe","Eastern Europe","Females 30 to 44",35277888.5234992,35843996.3262246,36202588.1520322,36360381.9445924,36346402.6711788,36188227.200087,35936637.7479106,35500436.377558,34952607.3808356,34390851.0764197,33871241.2276843,33330790.6234311,32852474.7752426,32448853.9252895,32125852.9547489,31891282.4110209,31706465.8997221,31606520.0203745,31577147.4689186,31619016.0713093,31737134.3706592,31966139.7838496,32291484.1681244,32679931,33081799.907724,33457649.251897,33402141.3235221,33363109.1269334
"Subregion","Eastern Europe","Europe","Eastern Europe","Females 45 to 59",27407800.3186925,27131460.0113073,27225875.5036871,27553182.1452974,27886698.2077581,28098861.9131963,28246848.2336753,28275024.6129686,28312374.9726133,28556079.0498767,29102812.1542457,29805808.7336294,30773357.8330023,31866088.9416729,32869160.1483684,33649998.9809409,34144727.7731364,34502848.1463861,34749166.5335462,34889126.9428939,34894541.6968899,34643329.6753465,34185769.4626694,33576122,32931842.7113263,32348941.1910733,32295306.4802917,32257564.9832409
"Subregion","Eastern Europe","Europe","Eastern Europe","Females 60 or more",33228700.3214121,33497231.9822517,33606956.4895179,33642501.162338,33734291.2055597,33957694.9133564,34373123.2297146,34881835.6059351,35385343.9413096,35726295.0513137,35814096.1553139,35737617.7403038,35427151.844987,34998718.9488364,34626791.2897764,34423549.5722978,34541818.6119403,34783716.328993,35106626.6334335,35479724.7447523,35907149.159879,36462938.552893,37120222.697035,37863064,38642358.6578644,39412013.1842958,39342041.7944129,39290396.5895943
"Subregion","Eastern Europe","Europe","Eastern Europe","ESTIMATES - TOTAL HOMICIDE",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Eastern Europe","Europe","Eastern Europe","Number of countries with actual data (sample)",9,9,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,8,10,9,10,7,7,5
"Subregion","Eastern Europe","Europe","Eastern Europe","Number of countries with estimated data (covered)",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Subregion","Eastern Europe","Europe","Eastern Europe","Proportion of polulation in countries with estimated data",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Subregion","Eastern Europe","Europe","Eastern Europe","Estimated Homicide Count",26688.2529358674,28700.3561526928,41155.3913146796,52657.5821903276,56157,53731,47958,43175,41451,46040,49247,51343,51935,48991,45679,41359,34298,30369,28330,25589,25304.7812010747,22979.2766711578,20372,20110.0329098063,20824,20907.0502237165,19953.2154921633,17449.5350757156
"Subregion","Eastern Europe","Europe","Eastern Europe","Lower range - Estimated homicide count",24830.8658135139,26714.2571556619,38321.7030129207,49052.8543551126,52322.020187245,50061.6925170657,44682.9325665526,40226.5651937301,38620.2977150042,42895.9134109863,45883.9063368993,47836.769814515,48388.3419417805,45645.388660244,42559.5662185153,38534.5804249562,31955.7784137708,28295.0911029158,26395.3350767429,23841.5188591166,22602.6466163984,20449.2262853907,18980.7894875894,18622.4085785556,19401.922260434,19333.89359978,18301.0492264163,15814.0793255462
"Subregion","Eastern Europe","Europe","Eastern Europe","Upper range - Estimated homicide count",28550.7469576851,30690.2873914193,43992.4766133206,56263.5889483742,59991.979812755,57400.3074829342,51233.0674334474,46123.4348062699,44281.7022849958,49184.0865890137,52610.0936631007,54849.230185485,55481.6580582195,52336.611339756,48798.4337814847,44183.4195750438,36640.2215862292,32442.9088970842,30264.6649232571,27336.4811408834,28149.7050475995,25650.1703560608,21763.2105124106,21614.4131743243,22246.077739566,22501.5223197564,21647.8279923169,19150.0512265471
"Subregion","Eastern Europe","Europe","Eastern Europe","ESTIMATES - VICTIMS BY SEX",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Eastern Europe","Europe","Eastern Europe","Number of countries with actual data (sex)",6,7,7,7,8,8,8,7,7,8,9,9,9,9,9,9,9,9,10,10,9,8,9,9,9,6,6,4
"Subregion","Eastern Europe","Europe","Eastern Europe","Number of countries with estimated data (sex)",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Subregion","Eastern Europe","Europe","Eastern Europe","Proportion of polulation in countries with estimated data (sex)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Subregion","Eastern Europe","Europe","Eastern Europe","Estimated male victims",19909.9717964534,21595.2650880588,31393.2437651988,39896.1816613506,42555.4203909027,40667.9700493209,35753.5886024367,32082.7455659323,30715.2590508743,33843.5249566852,36473.0316022127,38040.6656481376,38803.8442736373,36400.1541496942,34003.1218142724,30681.2807212753,25368.0777248952,22633.065698803,21180.0113913631,18860.4150334159,18734.9633877491,16933.9893330494,14830.035098603,14782.9485625683,15252.4451553434,15252.5570267445,14497.3215155334,12621.6540335159
"Subregion","Eastern Europe","Europe","Eastern Europe","Estimated female victims",6778.28113941394,7105.091064634,9762.14754948084,12761.400528977,13601.5796090973,13063.0299506791,12204.4113975633,11092.2544340677,10735.7409491257,12196.4750433148,12773.9683977873,13302.3343518624,13131.1557263627,12590.8458503058,11675.8781857276,10677.7192787247,8929.92227510477,7735.93430119703,7149.98860863686,6728.58496658407,6569.81781332554,6045.28733810845,5541.96490139702,5327.08434723798,5571.55484465665,5654.49319697201,5455.89397662992,4827.88104219971
"Subregion","Eastern Europe","Europe","Eastern Europe","ESTIMATES - VICTIMS BY AGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Eastern Europe","Europe","Eastern Europe","Number of countries with actual data (age)",,,,,,,,,,,,,,,,4,4,6,6,6,6,6,6,6,7,4,3,1
"Subregion","Eastern Europe","Europe","Eastern Europe","Number of countries with estimated data (age)",,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7
"Subregion","Eastern Europe","Europe","Eastern Europe","Proportion of polulation in countries with estimated data (age)",,,,,,,,,,,,,,,,0.341504860661438,0.34145803231724,0.341243798262718,0.340909716880024,0.340529018334332,0.340156805028912,0.339808569979302,0.339472846492594,0.339146891280714,0.33881999815918,0.338485291558242,0.338167845335113,0.337809235608897
"Subregion","Eastern Europe","Europe","Eastern Europe","Estimated male victims aged 0 to 14",,,,,,,,,,,,,,,,768.214596812702,776.880653454441,592.901144025268,592.281727099025,546.824542117631,761.274896245865,476.112885628745,502.870107898099,557.131044881636,421.711808540181,458.089546274362,371.717020034174,363.204081395581
"Subregion","Eastern Europe","Europe","Eastern Europe","Estimated male victims aged 15 to 29",,,,,,,,,,,,,,,,5091.89177580415,4136.11416407019,3909.41660660555,3324.86687532463,3117.97085229909,2434.67263671725,2273.67062918487,2127.03167093459,2567.13158039556,2478.28761091141,2373.92659506402,2164.41420473754,1866.14645118528
"Subregion","Eastern Europe","Europe","Eastern Europe","Estimated male victims aged 30 to 44",,,,,,,,,,,,,,,,8815.29263404017,7362.67234778589,6049.64987965592,5842.54728810387,5471.80250593248,5499.42941808867,4726.35637807218,3997.21661287731,3984.52666830935,4672.04776757631,4365.71874541331,4298.22727367881,3633.94371100738
"Subregion","Eastern Europe","Europe","Eastern Europe","Estimated male victims aged 45 to 59",,,,,,,,,,,,,,,,10037.9495788185,8003.71664211699,7203.03043079512,6813.92917430134,5895.28726634015,5701.95957406831,5780.38539795565,4994.46807436639,4311.28232597823,4376.2056851199,4646.93939945232,4431.89220823865,3930.04072152609
"Subregion","Eastern Europe","Europe","Eastern Europe","Estimated male victims aged 60 or more",,,,,,,,,,,,,,,,5967.9321357998,5088.69391746773,4878.06763772112,4606.38632653428,3828.52986672659,4337.62686262905,3677.46404220794,3208.44863252658,3362.87694300356,3304.19228319554,3407.88274054048,3231.07080884418,2828.31906840158
"Subregion","Eastern Europe","Europe","Eastern Europe","Estimated female victims aged 0 to 14",,,,,,,,,,,,,,,,487.377356889406,411.770539848392,312.327837998824,355.919055578781,252.223022558796,444.180145826445,346.150577658128,389.433366143464,296.415010847075,259.023843214854,332.666926991921,300.889138633808,232.753947617176
"Subregion","Eastern Europe","Europe","Eastern Europe","Estimated female victims aged 15 to 29",,,,,,,,,,,,,,,,1505.75539424318,1334.54386143749,1026.51685434998,1029.42487119974,1007.83731836807,835.099172308166,804.554824936209,671.362806547074,846.136476967832,714.470498459433,704.103625003593,783.783041267885,644.975203108414
"Subregion","Eastern Europe","Europe","Eastern Europe","Estimated female victims aged 30 to 44",,,,,,,,,,,,,,,,2489.69089144802,2150.19313809952,1973.4341613243,1515.27015198851,1581.88573931044,1577.44068693941,1289.02764561597,1484.09368698662,1121.64166437161,1388.12954264495,1349.64536840357,1261.81139685523,1114.63480443428
"Subregion","Eastern Europe","Europe","Eastern Europe","Estimated female victims aged 45 to 59",,,,,,,,,,,,,,,,2808.16011536895,2329.6076612656,2012.5501449429,2082.82093142197,1840.86079713601,1388.15597414598,1757.60042023705,1411.43958298356,1401.56479307798,1592.45246097269,1525.57910399425,1503.26203574151,1325.78035859366
"Subregion","Eastern Europe","Europe","Eastern Europe","Estimated female victims aged 60 or more",,,,,,,,,,,,,,,,3386.73552077515,2703.80707445377,2411.10530258103,2166.55359844785,2045.77808921076,2324.94183410554,1847.95386966109,1585.63545873631,1661.32640197348,1617.47849936472,1742.49817257868,1606.14836413149,1509.73672844618
"Subregion","Eastern Europe","Europe","Eastern Europe","ESTIMATES - VICTIMS BY MECHANISM",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Eastern Europe","Europe","Eastern Europe","Number of countries with actual data (mechanism)",,,,,,,,,,,,,,,,6,5,5,7,7,7,5,7,7,7,4,2,1
"Subregion","Eastern Europe","Europe","Eastern Europe","Number of countries with estimated data (mechanism)",,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7
"Subregion","Eastern Europe","Europe","Eastern Europe","Proportion of polulation in countries with estimated data (mechanism)",,,,,,,,,,,,,,,,0.327311822100508,0.327377803308536,0.327258161773205,0.326999627027204,0.326675779569944,0.326342832078941,0.326014562415448,0.325680918978186,0.325347708084443,0.325015688140584,0.324686345870378,0.32440195109007,0.324063531141543
"Subregion","Eastern Europe","Europe","Eastern Europe","Estimated victims by firearm",,,,,,,,,,,,,,,,3103.22466512488,2585.83904693809,2564.12376390873,1995.9015603009,1558.05625447714,1530.75327626254,1841.25272337475,1507.9235130172,1453.03333648895,1372.71924391247,1160.75532412347,1080.63874445856,1151.50653810445
"Subregion","Eastern Europe","Europe","Eastern Europe","Estimated victims by knife or sharp objects",,,,,,,,,,,,,,,,12169.4729333371,10085.9241811841,9667.64152005883,8264.10996442721,8670.23706154058,8174.42874288004,8632.15367727206,7203.52734307858,7858.2326362831,7757.82305159778,7965.67537053634,8182.30806794639,6681.62907261582
"Subregion","Eastern Europe","Europe","Eastern Europe","Estimated victims by other mechanisms",,,,,,,,,,,,,,,,18859.3007732771,16160.3549287637,13589.8450911732,12600.7947367876,10426.8966063663,10942.9074442469,9429.13410768481,8161.70558385302,8059.83179781266,9497.54049559277,9375.9322892244,8609.36030650121,7759.48287304452
"Subregion","Eastern Europe","Europe","Eastern Europe","Estimated victims by unknown mechanisms",,,,,,,,,,,,,,,,7227.00162826088,5465.88184311414,4547.3896248592,5469.19373848431,4933.81007761599,4656.69173768524,3076.73616282622,3498.84356005121,2738.93513922161,2195.91720889699,2404.68723983229,2080.90837325712,1856.91659195084
"Subregion","Melanesia","Oceania","Melanesia","Estimates - Population",,,,,,,,,,,,,,,,,,,,,,,,,,,,
